Transportation,2009-01-20,-61.230000000000004
Capital Goods,2009-01-20,-245.64999999999978
Technology,2009-01-20,-216.9299999999999
Public Utilities,2009-01-20,-93.34000000000005
Basic Industries,2009-01-20,-169.58999999999992
Consumer Services,2009-01-20,-402.35999999999996
Miscellaneous,2009-01-20,-53.99999999999996
Health Care,2009-01-20,-145.85000000000002
Energy,2009-01-20,-165.24000000000007
Consumer Durables,2009-01-20,-68.39999999999998
Transportation,2009-01-21,24.440000000000026
Miscellaneous,2009-01-21,38.57
Energy,2009-01-21,186.97999999999996
Technology,2009-01-21,123.23999999999994
Consumer Services,2009-01-21,235.49000000000012
Public Utilities,2009-01-21,54.589999999999975
Health Care,2009-01-21,97.72999999999993
Capital Goods,2009-01-21,123.35
Finance,2009-01-21,394.46000000000015
Basic Industries,2009-01-21,103.04000000000005
Consumer Durables,2009-01-21,42.689999999999976
Consumer Non-Durables,2009-01-21,52.879999999999995
Public Utilities,2009-01-22,20.42
Miscellaneous,2009-01-22,-7.400000000000001
Finance,2009-01-22,-295.3200000000004
Consumer Services,2009-01-22,3.249999999999992
Consumer Non-Durables,2009-01-22,9.88000000000001
Health Care,2009-01-22,18.72000000000003
Basic Industries,2009-01-22,8.410000000000007
Technology,2009-01-22,-12.370000000000042
Capital Goods,2009-01-22,-15.289999999999992
Consumer Durables,2009-01-22,-15.060000000000004
Energy,2009-01-22,-44.469999999999956
Transportation,2009-01-22,10.619999999999994
Finance,2009-01-23,294.59999999999974
Consumer Non-Durables,2009-01-23,41.359999999999964
Consumer Services,2009-01-23,168.63000000000002
Energy,2009-01-23,216.27999999999994
Capital Goods,2009-01-23,84.03999999999998
Public Utilities,2009-01-23,72.06000000000003
Transportation,2009-01-23,12.58999999999999
Miscellaneous,2009-01-23,25.360000000000017
Consumer Durables,2009-01-23,15.830000000000023
Technology,2009-01-23,120.20000000000005
Basic Industries,2009-01-23,139.63999999999993
Health Care,2009-01-23,36.380000000000045
Miscellaneous,2009-01-26,1.0500000000000231
Basic Industries,2009-01-26,-15.990000000000009
Energy,2009-01-26,60.039999999999935
Public Utilities,2009-01-26,60.000000000000014
Health Care,2009-01-26,26.480000000000008
Finance,2009-01-26,-112.75000000000017
Consumer Non-Durables,2009-01-26,-8.629999999999967
Consumer Services,2009-01-26,21.21000000000004
Transportation,2009-01-26,1.7199999999999824
Consumer Durables,2009-01-26,9.789999999999985
Technology,2009-01-26,46.84999999999998
Capital Goods,2009-01-26,43.77999999999999
Transportation,2009-01-27,7.58999999999999
Consumer Non-Durables,2009-01-27,23.549999999999994
Public Utilities,2009-01-27,26.710000000000022
Finance,2009-01-27,106.38
Energy,2009-01-27,-8.47
Basic Industries,2009-01-27,-3.74
Capital Goods,2009-01-27,32.829999999999956
Consumer Services,2009-01-27,8.249999999999993
Miscellaneous,2009-01-27,5.399999999999995
Health Care,2009-01-27,52.69999999999998
Consumer Durables,2009-01-27,8.980000000000011
Technology,2009-01-27,42.21999999999999
Public Utilities,2009-01-28,6.139999999999991
Consumer Non-Durables,2009-01-28,12.41000000000002
Transportation,2009-01-28,31.439999999999998
Finance,2009-01-28,252.56999999999994
Capital Goods,2009-01-28,84.18
Technology,2009-01-28,72.18999999999994
Consumer Durables,2009-01-28,24.309999999999995
Energy,2009-01-28,47.58999999999998
Basic Industries,2009-01-28,38.76000000000002
Consumer Services,2009-01-28,144.22000000000008
Health Care,2009-01-28,28.059999999999988
Miscellaneous,2009-01-28,16.560000000000002
Public Utilities,2009-01-29,-29.490000000000027
Consumer Durables,2009-01-29,-33.23
Transportation,2009-01-29,-19.860000000000007
Health Care,2009-01-29,-37.99000000000005
Finance,2009-01-29,-471.5799999999998
Energy,2009-01-29,-58.160000000000004
Basic Industries,2009-01-29,-37.50999999999998
Consumer Services,2009-01-29,-223.77
Technology,2009-01-29,-74.3800000000001
Miscellaneous,2009-01-29,-17.879999999999967
Consumer Non-Durables,2009-01-29,-42.69000000000002
Capital Goods,2009-01-29,-142.92
Public Utilities,2009-01-30,-58.46999999999997
Finance,2009-01-30,-319.04999999999995
Technology,2009-01-30,-106.40000000000005
Health Care,2009-01-30,-39.27
Consumer Non-Durables,2009-01-30,-56.68999999999997
Consumer Durables,2009-01-30,-46.41999999999999
Basic Industries,2009-01-30,-121.59999999999995
Transportation,2009-01-30,-41.66999999999999
Energy,2009-01-30,-126.59999999999995
Consumer Services,2009-01-30,-246.4899999999999
Miscellaneous,2009-01-30,-13.569999999999997
Capital Goods,2009-01-30,-123.59000000000002
Consumer Services,2009-02-02,152.43999999999997
Consumer Durables,2009-02-02,17.589999999999993
Public Utilities,2009-02-02,52.199999999999996
Health Care,2009-02-02,82.69999999999996
Basic Industries,2009-02-02,43.80999999999999
Miscellaneous,2009-02-02,24.629999999999974
Capital Goods,2009-02-02,38.10999999999999
Energy,2009-02-02,20.059999999999977
Technology,2009-02-02,73.79000000000003
Transportation,2009-02-02,1.8399999999999879
Finance,2009-02-02,213.88999999999996
Consumer Non-Durables,2009-02-02,23.710000000000008
Consumer Durables,2009-02-03,14.440000000000005
Miscellaneous,2009-02-03,2.099999999999996
Technology,2009-02-03,29.620000000000022
Capital Goods,2009-02-03,30.309999999999985
Health Care,2009-02-03,56.579999999999984
Consumer Services,2009-02-03,61.340000000000096
Consumer Non-Durables,2009-02-03,41.10000000000002
Finance,2009-02-03,-137.70000000000002
Energy,2009-02-03,40.990000000000045
Transportation,2009-02-03,26.92
Basic Industries,2009-02-03,41.94000000000004
Public Utilities,2009-02-03,17.860000000000042
Consumer Durables,2009-02-04,-15.789999999999987
Capital Goods,2009-02-04,-10.729999999999997
Finance,2009-02-04,-175.47999999999993
Public Utilities,2009-02-04,-3.9900000000000206
Transportation,2009-02-04,-13.160000000000005
Consumer Services,2009-02-04,-117.13000000000017
Health Care,2009-02-04,-34.39999999999998
Consumer Non-Durables,2009-02-04,-43.599999999999994
Technology,2009-02-04,16.66000000000003
Energy,2009-02-04,-3.3600000000000145
Basic Industries,2009-02-04,-4.849999999999964
Miscellaneous,2009-02-04,-5.689999999999985
Basic Industries,2009-02-05,94.00999999999999
Finance,2009-02-05,237.21000000000006
Consumer Services,2009-02-05,90.32999999999994
Miscellaneous,2009-02-05,41.25000000000001
Consumer Durables,2009-02-05,27.499999999999993
Transportation,2009-02-05,35.53
Technology,2009-02-05,114.76
Health Care,2009-02-05,89.0099999999999
Capital Goods,2009-02-05,109.81000000000007
Consumer Non-Durables,2009-02-05,47.32000000000002
Public Utilities,2009-02-05,46.03000000000001
Energy,2009-02-05,106.24999999999994
Capital Goods,2009-02-06,136.91999999999987
Technology,2009-02-06,134.05999999999992
Consumer Non-Durables,2009-02-06,63.58999999999996
Finance,2009-02-06,344.70000000000016
Basic Industries,2009-02-06,119.4999999999999
Energy,2009-02-06,128.29
Public Utilities,2009-02-06,54.43000000000001
Consumer Services,2009-02-06,270.48
Transportation,2009-02-06,53.13000000000004
Health Care,2009-02-06,67.22999999999998
Consumer Durables,2009-02-06,55.99000000000002
Miscellaneous,2009-02-06,30.66999999999997
Public Utilities,2009-02-09,-15.850000000000028
Health Care,2009-02-09,-11.429999999999978
Finance,2009-02-09,-28.44999999999996
Basic Industries,2009-02-09,-21.86000000000006
Energy,2009-02-09,12.090000000000039
Transportation,2009-02-09,-9.679999999999998
Consumer Durables,2009-02-09,7.399999999999989
Capital Goods,2009-02-09,-14.280000000000024
Consumer Services,2009-02-09,13.080000000000076
Miscellaneous,2009-02-09,2.7199999999999998
Consumer Non-Durables,2009-02-09,-15.080000000000002
Technology,2009-02-09,25.16000000000002
Finance,2009-02-10,-618.6500000000004
Consumer Services,2009-02-10,-300.58000000000004
Consumer Non-Durables,2009-02-10,-89.01000000000005
Public Utilities,2009-02-10,-85.99999999999996
Energy,2009-02-10,-188.63000000000014
Technology,2009-02-10,-163.02999999999997
Consumer Durables,2009-02-10,-56.07000000000001
Health Care,2009-02-10,-111.56
Transportation,2009-02-10,-48.769999999999996
Basic Industries,2009-02-10,-150.46999999999994
Capital Goods,2009-02-10,-197.97000000000014
Miscellaneous,2009-02-10,-40.660000000000004
Miscellaneous,2009-02-11,4.3999999999999755
Consumer Services,2009-02-11,20.379999999999953
Energy,2009-02-11,-76.53999999999995
Capital Goods,2009-02-11,-27.759999999999977
Health Care,2009-02-11,26.89999999999999
Finance,2009-02-11,159.30000000000007
Technology,2009-02-11,-9.219999999999937
Consumer Durables,2009-02-11,-1.5400000000000242
Basic Industries,2009-02-11,-15.830000000000014
Consumer Non-Durables,2009-02-11,3.289999999999999
Transportation,2009-02-11,-24.589999999999986
Public Utilities,2009-02-11,-19.39999999999999
Miscellaneous,2009-02-12,20.610000000000028
Transportation,2009-02-12,19.11
Basic Industries,2009-02-12,90.49999999999996
Capital Goods,2009-02-12,54.239999999999974
Public Utilities,2009-02-12,32.24000000000001
Health Care,2009-02-12,108.96999999999994
Consumer Durables,2009-02-12,21.49999999999998
Energy,2009-02-12,66.48999999999997
Finance,2009-02-12,152.26999999999975
Consumer Services,2009-02-12,109.68000000000004
Technology,2009-02-12,90.21
Consumer Non-Durables,2009-02-12,42.44999999999999
Public Utilities,2009-02-13,6.430000000000011
Finance,2009-02-13,-99.38999999999984
Miscellaneous,2009-02-13,-6.860000000000004
Consumer Services,2009-02-13,-121.0099999999999
Consumer Non-Durables,2009-02-13,-13.289999999999964
Capital Goods,2009-02-13,15.930000000000007
Health Care,2009-02-13,-9.779999999999946
Energy,2009-02-13,6.269999999999996
Transportation,2009-02-13,-6.739999999999999
Technology,2009-02-13,4.02999999999996
Consumer Durables,2009-02-13,-4.090000000000005
Basic Industries,2009-02-13,-14.399999999999991
Miscellaneous,2009-02-17,-20.309999999999995
Transportation,2009-02-17,-26.02
Technology,2009-02-17,-63.729999999999954
Consumer Durables,2009-02-17,-23.350000000000016
Health Care,2009-02-17,-10.960000000000019
Consumer Services,2009-02-17,-113.04999999999998
Finance,2009-02-17,-313.17000000000024
Basic Industries,2009-02-17,-63.85999999999996
Consumer Non-Durables,2009-02-17,-26.309999999999977
Capital Goods,2009-02-17,-73.99000000000001
Energy,2009-02-17,-150.78000000000011
Public Utilities,2009-02-17,-60.079999999999984
Capital Goods,2009-02-18,-87.98000000000002
Health Care,2009-02-18,-47.549999999999955
Public Utilities,2009-02-18,-61.64
Transportation,2009-02-18,-27.459999999999997
Finance,2009-02-18,-239.50999999999982
Consumer Non-Durables,2009-02-18,-23.770000000000014
Consumer Services,2009-02-18,-80.73
Technology,2009-02-18,-24.009999999999987
Miscellaneous,2009-02-18,-6.450000000000023
Consumer Durables,2009-02-18,-28.31000000000001
Basic Industries,2009-02-18,-43.40000000000002
Energy,2009-02-18,-118.71999999999991
Capital Goods,2009-02-19,-134.44000000000003
Energy,2009-02-19,-38.91000000000001
Transportation,2009-02-19,-16.31
Consumer Durables,2009-02-19,-31.29999999999999
Consumer Non-Durables,2009-02-19,-30.970000000000024
Basic Industries,2009-02-19,-85.89000000000004
Health Care,2009-02-19,-52.70000000000001
Technology,2009-02-19,-108.78000000000004
Consumer Services,2009-02-19,-194.13999999999984
Finance,2009-02-19,-395.7800000000001
Public Utilities,2009-02-19,-40.08999999999997
Miscellaneous,2009-02-19,-21.659999999999993
Public Utilities,2009-02-20,-20.670000000000023
Basic Industries,2009-02-20,38.639999999999986
Consumer Non-Durables,2009-02-20,14.43000000000002
Consumer Durables,2009-02-20,-0.949999999999994
Finance,2009-02-20,63.95999999999998
Capital Goods,2009-02-20,2.870000000000027
Energy,2009-02-20,-36.050000000000026
Transportation,2009-02-20,-2.2300000000000106
Technology,2009-02-20,32.419999999999995
Health Care,2009-02-20,2.36000000000001
Consumer Services,2009-02-20,164.77
Miscellaneous,2009-02-20,19.599999999999973
Consumer Non-Durables,2009-02-23,-96.92000000000006
Finance,2009-02-23,-518
Consumer Durables,2009-02-23,-61.990000000000016
Miscellaneous,2009-02-23,-45.02999999999996
Technology,2009-02-23,-200.56
Public Utilities,2009-02-23,-115.08999999999996
Capital Goods,2009-02-23,-202.49999999999986
Energy,2009-02-23,-239.40000000000012
Transportation,2009-02-23,-56.84000000000002
Consumer Services,2009-02-23,-327.3699999999996
Health Care,2009-02-23,-153.65000000000015
Basic Industries,2009-02-23,-213.8399999999999
Energy,2009-02-24,120.86999999999995
Capital Goods,2009-02-24,150.70999999999992
Miscellaneous,2009-02-24,39.27000000000001
Consumer Non-Durables,2009-02-24,52.629999999999995
Transportation,2009-02-24,42.84999999999998
Technology,2009-02-24,135.30000000000007
Consumer Durables,2009-02-24,41.00999999999999
Public Utilities,2009-02-24,67.58999999999999
Basic Industries,2009-02-24,72.46000000000002
Consumer Services,2009-02-24,237.20000000000016
Health Care,2009-02-24,73.68000000000006
Finance,2009-02-24,409.50000000000006
Consumer Non-Durables,2009-02-25,-25.67000000000003
Consumer Durables,2009-02-25,-24.52000000000001
Health Care,2009-02-25,-88.75000000000001
Consumer Services,2009-02-25,-69.87000000000002
Finance,2009-02-25,-45.46000000000006
Capital Goods,2009-02-25,-102.77000000000001
Public Utilities,2009-02-25,-2.799999999999968
Miscellaneous,2009-02-25,-7.849999999999997
Technology,2009-02-25,-39.73000000000003
Transportation,2009-02-25,-29.92
Energy,2009-02-25,1.990000000000018
Basic Industries,2009-02-25,-89.07000000000002
Miscellaneous,2009-02-26,-30.46000000000003
Health Care,2009-02-26,-207.77
Capital Goods,2009-02-26,-96.42999999999999
Public Utilities,2009-02-26,-66.5
Finance,2009-02-26,-119.64999999999995
Consumer Services,2009-02-26,-207.54
Energy,2009-02-26,-29.840000000000042
Consumer Durables,2009-02-26,-24.67999999999999
Transportation,2009-02-26,-29.439999999999998
Consumer Non-Durables,2009-02-26,-71.00999999999995
Basic Industries,2009-02-26,-63.049999999999955
Technology,2009-02-26,-100.01000000000002
Finance,2009-02-27,-0.6300000000000034
Consumer Services,2009-02-27,72.89
Consumer Durables,2009-02-27,3.12000000000001
Transportation,2009-02-27,7.3599999999999985
Consumer Non-Durables,2009-02-27,23.680000000000028
Basic Industries,2009-02-27,35.860000000000014
Public Utilities,2009-02-27,24.839999999999968
Health Care,2009-02-27,-76.27999999999997
Miscellaneous,2009-02-27,14.350000000000016
Energy,2009-02-27,44.81
Capital Goods,2009-02-27,5.899999999999986
Technology,2009-02-27,48.99999999999999
Consumer Non-Durables,2009-03-02,-63.91000000000001
Basic Industries,2009-03-02,-164.05999999999995
Technology,2009-03-02,-111.30999999999992
Miscellaneous,2009-03-02,-35.17000000000003
Health Care,2009-03-02,-150.54999999999993
Consumer Services,2009-03-02,-208.6800000000001
Transportation,2009-03-02,-56.060000000000024
Capital Goods,2009-03-02,-161.9500000000001
Consumer Durables,2009-03-02,-41.96
Public Utilities,2009-03-02,-79.90000000000002
Finance,2009-03-02,-235.15
Energy,2009-03-02,-221.3000000000001
Miscellaneous,2009-03-03,-20.54
Consumer Durables,2009-03-03,-33.33
Finance,2009-03-03,-298.19000000000005
Consumer Non-Durables,2009-03-03,-48.669999999999995
Technology,2009-03-03,-51.919999999999966
Transportation,2009-03-03,-29.590000000000003
Capital Goods,2009-03-03,-90.06000000000003
Health Care,2009-03-03,-30.459999999999983
Basic Industries,2009-03-03,-39.610000000000014
Energy,2009-03-03,-33.419999999999995
Public Utilities,2009-03-03,-100.92000000000006
Consumer Services,2009-03-03,-145.64000000000007
Basic Industries,2009-03-04,32.69000000000001
Capital Goods,2009-03-04,67.76999999999998
Energy,2009-03-04,74.5900000000001
Public Utilities,2009-03-04,44.34
Transportation,2009-03-04,27.28999999999999
Consumer Durables,2009-03-04,12.920000000000005
Miscellaneous,2009-03-04,9.529999999999973
Finance,2009-03-04,-15.250000000000025
Consumer Services,2009-03-04,43.14
Technology,2009-03-04,39.73000000000001
Health Care,2009-03-04,44.439999999999955
Consumer Non-Durables,2009-03-04,12.469999999999983
Consumer Durables,2009-03-05,-38.11000000000001
Public Utilities,2009-03-05,-71.19000000000003
Technology,2009-03-05,-86.60000000000007
Miscellaneous,2009-03-05,-16.200000000000017
Health Care,2009-03-05,-111.92999999999991
Basic Industries,2009-03-05,-42.419999999999945
Finance,2009-03-05,-410.42
Capital Goods,2009-03-05,-108.13
Energy,2009-03-05,-88.85000000000001
Consumer Non-Durables,2009-03-05,-54.069999999999936
Transportation,2009-03-05,-44.92
Consumer Services,2009-03-05,-162.92000000000013
Public Utilities,2009-03-06,-20.230000000000004
Consumer Non-Durables,2009-03-06,-16.100000000000005
Finance,2009-03-06,-147.10999999999999
Energy,2009-03-06,-50.15999999999997
Consumer Services,2009-03-06,-82.8
Miscellaneous,2009-03-06,-16.009999999999994
Technology,2009-03-06,-25.100000000000016
Consumer Durables,2009-03-06,-10.69999999999999
Capital Goods,2009-03-06,-61.08999999999996
Transportation,2009-03-06,-13.490000000000009
Health Care,2009-03-06,4.739999999999969
Basic Industries,2009-03-06,-41.65999999999995
Consumer Non-Durables,2009-03-09,-21.380000000000024
Transportation,2009-03-09,-5.130000000000019
Health Care,2009-03-09,-36.480000000000004
Public Utilities,2009-03-09,-31.059999999999977
Energy,2009-03-09,23.92999999999997
Consumer Services,2009-03-09,16.46000000000001
Consumer Durables,2009-03-09,-13.750000000000004
Capital Goods,2009-03-09,-21.599999999999945
Basic Industries,2009-03-09,-1.8499999999999877
Finance,2009-03-09,14.609999999999996
Technology,2009-03-09,-39.49000000000005
Miscellaneous,2009-03-09,-7.460000000000001
Capital Goods,2009-03-10,191.12
Consumer Non-Durables,2009-03-10,78.36999999999993
Finance,2009-03-10,470.29
Health Care,2009-03-10,98.19999999999997
Public Utilities,2009-03-10,61.22999999999999
Basic Industries,2009-03-10,101.12000000000006
Consumer Services,2009-03-10,376.3999999999998
Technology,2009-03-10,164.41999999999996
Miscellaneous,2009-03-10,48.65999999999998
Energy,2009-03-10,102.99999999999997
Transportation,2009-03-10,39.830000000000005
Consumer Durables,2009-03-10,51.710000000000036
Technology,2009-03-11,26.52000000000002
Health Care,2009-03-11,-85.61000000000003
Capital Goods,2009-03-11,-18.42000000000007
Consumer Services,2009-03-11,-2.029999999999977
Finance,2009-03-11,-58.429999999999986
Consumer Durables,2009-03-11,1.0300000000000036
Miscellaneous,2009-03-11,-8.889999999999969
Transportation,2009-03-11,6.7000000000000055
Public Utilities,2009-03-11,-26.010000000000005
Energy,2009-03-11,-21.06000000000001
Basic Industries,2009-03-11,14.389999999999961
Consumer Non-Durables,2009-03-11,-10.750000000000004
Energy,2009-03-12,161.58
Capital Goods,2009-03-12,198.45999999999992
Public Utilities,2009-03-12,91.32
Finance,2009-03-12,724.0900000000008
Consumer Non-Durables,2009-03-12,100.96999999999998
Miscellaneous,2009-03-12,57.14000000000001
Health Care,2009-03-12,186.89999999999995
Consumer Durables,2009-03-12,55.73000000000001
Basic Industries,2009-03-12,135.19000000000014
Consumer Services,2009-03-12,360.31
Transportation,2009-03-12,46.510000000000026
Technology,2009-03-12,163.50999999999988
Consumer Non-Durables,2009-03-13,15.399999999999997
Public Utilities,2009-03-13,7.459999999999976
Capital Goods,2009-03-13,-7.200000000000012
Health Care,2009-03-13,73.06999999999996
Technology,2009-03-13,17.200000000000003
Consumer Services,2009-03-13,-29.190000000000023
Miscellaneous,2009-03-13,4.7099999999999875
Finance,2009-03-13,52.84000000000001
Consumer Durables,2009-03-13,1.71000000000002
Basic Industries,2009-03-13,-23.300000000000022
Energy,2009-03-13,-37.81000000000001
Transportation,2009-03-13,-1.8900000000000095
Energy,2009-03-16,26.460000000000033
Public Utilities,2009-03-16,-1.2000000000000006
Consumer Non-Durables,2009-03-16,-25.06
Consumer Durables,2009-03-16,-19.38
Technology,2009-03-16,-101.73000000000005
Capital Goods,2009-03-16,-51.06000000000001
Finance,2009-03-16,-228.63999999999967
Health Care,2009-03-16,-82.02000000000004
Consumer Services,2009-03-16,-249.03000000000011
Basic Industries,2009-03-16,-41.959999999999944
Miscellaneous,2009-03-16,-20.69
Transportation,2009-03-16,4.8599999999999905
Consumer Durables,2009-03-17,38.750000000000014
Capital Goods,2009-03-17,127.11999999999996
Health Care,2009-03-17,93.13999999999999
Consumer Non-Durables,2009-03-17,61.06999999999999
Energy,2009-03-17,136.40000000000006
Public Utilities,2009-03-17,80.04000000000002
Basic Industries,2009-03-17,78.94999999999997
Miscellaneous,2009-03-17,40.500000000000036
Finance,2009-03-17,378.59999999999985
Transportation,2009-03-17,38.980000000000004
Technology,2009-03-17,143.69999999999996
Consumer Services,2009-03-17,284.76999999999987
Consumer Non-Durables,2009-03-18,58.01000000000001
Consumer Durables,2009-03-18,54.68999999999998
Finance,2009-03-18,550.8400000000007
Public Utilities,2009-03-18,88.79000000000002
Consumer Services,2009-03-18,244.6000000000003
Capital Goods,2009-03-18,144.81000000000003
Miscellaneous,2009-03-18,25.01999999999999
Health Care,2009-03-18,49.53000000000004
Technology,2009-03-18,131.62999999999997
Basic Industries,2009-03-18,141.27999999999997
Energy,2009-03-18,78.73000000000005
Transportation,2009-03-18,28.44999999999999
Finance,2009-03-19,-369.95000000000016
Miscellaneous,2009-03-19,-31.860000000000014
Consumer Services,2009-03-19,-171.60999999999967
Energy,2009-03-19,35.94999999999999
Health Care,2009-03-19,-102.39999999999992
Consumer Durables,2009-03-19,-18.680000000000014
Basic Industries,2009-03-19,-10.49999999999998
Capital Goods,2009-03-19,-80.97000000000003
Public Utilities,2009-03-19,-21.489999999999966
Consumer Non-Durables,2009-03-19,-6.039999999999996
Transportation,2009-03-19,-22.189999999999994
Technology,2009-03-19,-34.25999999999999
Miscellaneous,2009-03-20,-26.22000000000002
Health Care,2009-03-20,-75.66999999999999
Basic Industries,2009-03-20,-99.14999999999998
Consumer Non-Durables,2009-03-20,-49.69000000000001
Consumer Services,2009-03-20,-240.45000000000005
Public Utilities,2009-03-20,-52.45
Consumer Durables,2009-03-20,-40.99999999999999
Finance,2009-03-20,-168.7899999999999
Technology,2009-03-20,-120.35999999999991
Energy,2009-03-20,-147.31000000000006
Transportation,2009-03-20,-49.11999999999999
Capital Goods,2009-03-20,-162.89
